,Provinsi,Buah,Produksi,Tahun
1833,DI YOGYAKARTA,Alpukat,3777.0,2017
1834,JAWA TIMUR,Alpukat,78067.0,2017
1835,BANTEN,Alpukat,1349.0,2017
1836,BALI,Alpukat,2261.0,2017
1837,NUSA TENGGARA BARAT,Alpukat,4467.0,2017
1838,NUSA TENGGARA TIMUR,Alpukat,9639.0,2017
1839,KALIMANTAN BARAT,Alpukat,289.0,2017
1840,KALIMANTAN TENGAH,Alpukat,65.0,2017
1841,KALIMANTAN SELATAN,Alpukat,59.0,2017
1842,KALIMANTAN TIMUR,Alpukat,1207.0,2017
1843,KALIMANTAN UTARA,Alpukat,32.0,2017
1844,SULAWESI UTARA,Alpukat,2105.0,2017
1845,SULAWESI TENGAH,Alpukat,2284.0,2017
1846,SULAWESI SELATAN,Alpukat,4325.0,2017
1847,SULAWESI TENGGARA,Alpukat,515.0,2017
1848,GORONTALO,Alpukat,30.0,2017
1849,SULAWESI BARAT,Alpukat,502.0,2017
1850,MALUKU,Alpukat,1176.0,2017
1851,MALUKU UTARA,Alpukat,183.0,2017
1852,PAPUA BARAT,Alpukat,102.0,2017
1853,PAPUA,Alpukat,193.0,2017
1854,INDONESIA,Alpukat,363148.0,2017
1855,ACEH,Belimbing,1016.0,2017
1856,SUMATERA UTARA,Belimbing,3894.0,2017
1857,SUMATERA BARAT,Belimbing,612.0,2017
1858,RIAU,Belimbing,1068.0,2017
1859,JAMBI,Belimbing,502.0,2017
1860,SUMATERA SELATAN,Belimbing,1110.0,2017
1861,BENGKULU,Belimbing,431.0,2017
1862,LAMPUNG,Belimbing,2260.0,2017
1863,KEP. BANGKA BELITUNG,Belimbing,136.0,2017
1864,KEP. RIAU,Belimbing,77.0,2017
1865,DKI JAKARTA,Belimbing,2980.0,2017
1866,JAWA BARAT,Belimbing,8333.0,2017
1867,JAWA TENGAH,Belimbing,10008.0,2017
1868,DI YOGYAKARTA,Belimbing,612.0,2017
1869,JAWA TIMUR,Belimbing,43340.0,2017
1870,BANTEN,Belimbing,1158.0,2017
1871,BALI,Belimbing,380.0,2017
1872,NUSA TENGGARA BARAT,Belimbing,482.0,2017
1873,NUSA TENGGARA TIMUR,Belimbing,611.0,2017
1874,KALIMANTAN BARAT,Belimbing,998.0,2017
1875,KALIMANTAN TENGAH,Belimbing,577.0,2017
1876,KALIMANTAN SELATAN,Belimbing,1029.0,2017
1877,KALIMANTAN TIMUR,Belimbing,1332.0,2017
1878,KALIMANTAN UTARA,Belimbing,97.0,2017
1879,SULAWESI UTARA,Belimbing,175.0,2017
1880,SULAWESI TENGAH,Belimbing,408.0,2017
1881,SULAWESI SELATAN,Belimbing,254.0,2017
1882,SULAWESI TENGGARA,Belimbing,395.0,2017
1883,GORONTALO,Belimbing,17.0,2017
1884,SULAWESI BARAT,Belimbing,278.0,2017
1885,MALUKU,Belimbing,467.0,2017
1886,MALUKU UTARA,Belimbing,69.0,2017
1887,PAPUA BARAT,Belimbing,50.0,2017
1888,PAPUA,Belimbing,165.0,2017
1889,INDONESIA,Belimbing,85321.0,2017
1890,ACEH,Duku,5670.0,2017
1891,SUMATERA UTARA,Duku,13289.0,2017
1892,SUMATERA BARAT,Duku,2632.0,2017
1893,RIAU,Duku,2556.0,2017
1894,JAMBI,Duku,21967.0,2017
1895,SUMATERA SELATAN,Duku,12066.0,2017
1896,BENGKULU,Duku,769.0,2017
1897,LAMPUNG,Duku,7311.0,2017
1898,KEP. BANGKA BELITUNG,Duku,1457.0,2017
1899,KEP. RIAU,Duku,23.0,2017
1900,DKI JAKARTA,Duku,129.0,2017
1901,JAWA BARAT,Duku,3705.0,2017
1902,JAWA TENGAH,Duku,5249.0,2017
1903,DI YOGYAKARTA,Duku,1489.0,2017
1904,JAWA TIMUR,Duku,9719.0,2017
1905,BANTEN,Duku,505.0,2017
1906,BALI,Duku,463.0,2017
1907,NUSA TENGGARA BARAT,Duku,356.0,2017
1908,NUSA TENGGARA TIMUR,Duku,18.0,2017
1909,KALIMANTAN BARAT,Duku,2191.0,2017
1910,KALIMANTAN TENGAH,Duku,911.0,2017
1911,KALIMANTAN SELATAN,Duku,12211.0,2017
1912,KALIMANTAN TIMUR,Duku,636.0,2017
1913,KALIMANTAN UTARA,Duku,3210.0,2017
1914,SULAWESI UTARA,Duku,2467.0,2017
1915,SULAWESI TENGAH,Duku,3077.0,2017
1916,SULAWESI SELATAN,Duku,9665.0,2017
1917,SULAWESI TENGGARA,Duku,1626.0,2017
1918,GORONTALO,Duku,3062.0,2017
1919,SULAWESI BARAT,Duku,5896.0,2017
1920,MALUKU,Duku,2923.0,2017
1921,MALUKU UTARA,Duku,1019.0,2017
1922,PAPUA BARAT,Duku,120.0,2017
1923,PAPUA,Duku,12.0,2017
1924,INDONESIA,Duku,138399.0,2017
1925,ACEH,Durian,21241.0,2017
1926,SUMATERA UTARA,Durian,64659.0,2017
1927,SUMATERA BARAT,Durian,74540.0,2017
1928,RIAU,Durian,12369.0,2017
1929,JAMBI,Durian,21372.0,2017
1930,SUMATERA SELATAN,Durian,19930.0,2017
1931,BENGKULU,Durian,11555.0,2017
1932,LAMPUNG,Durian,33019.0,2017
1933,KEP. BANGKA BELITUNG,Durian,3195.0,2017
1934,KEP. RIAU,Durian,2190.0,2017
1935,DKI JAKARTA,Durian,44.0,2017
1936,JAWA BARAT,Durian,66314.0,2017
1937,JAWA TENGAH,Durian,91385.0,2017
1938,DI YOGYAKARTA,Durian,6767.0,2017
1939,JAWA TIMUR,Durian,227952.0,2017
1940,BANTEN,Durian,22628.0,2017
1941,BALI,Durian,8435.0,2017
1942,NUSA TENGGARA BARAT,Durian,11948.0,2017
1943,NUSA TENGGARA TIMUR,Durian,1089.0,2017
1944,KALIMANTAN BARAT,Durian,15022.0,2017
1945,KALIMANTAN TENGAH,Durian,4098.0,2017
1946,KALIMANTAN SELATAN,Durian,6954.0,2017
1947,KALIMANTAN TIMUR,Durian,7166.0,2017
1948,KALIMANTAN UTARA,Durian,5359.0,2017
1949,SULAWESI UTARA,Durian,4317.0,2017
1950,SULAWESI TENGAH,Durian,13770.0,2017
1951,SULAWESI SELATAN,Durian,17068.0,2017
1952,SULAWESI TENGGARA,Durian,2622.0,2017
1953,GORONTALO,Durian,4034.0,2017
1954,SULAWESI BARAT,Durian,5954.0,2017
1955,MALUKU,Durian,6479.0,2017
1956,MALUKU UTARA,Durian,1278.0,2017
1957,PAPUA BARAT,Durian,158.0,2017
1958,PAPUA,Durian,293.0,2017
1959,INDONESIA,Durian,795204.0,2017
1960,ACEH,Jambu Biji,1435.0,2017
1961,SUMATERA UTARA,Jambu Biji,9807.0,2017
1962,SUMATERA BARAT,Jambu Biji,3460.0,2017
1963,RIAU,Jambu Biji,5630.0,2017
1964,JAMBI,Jambu Biji,1073.0,2017
1965,SUMATERA SELATAN,Jambu Biji,2938.0,2017
1966,BENGKULU,Jambu Biji,554.0,2017
1967,LAMPUNG,Jambu Biji,8320.0,2017
1968,KEP. BANGKA BELITUNG,Jambu Biji,293.0,2017
1969,KEP. RIAU,Jambu Biji,329.0,2017
1970,DKI JAKARTA,Jambu Biji,1028.0,2017
1971,JAWA BARAT,Jambu Biji,44246.0,2017
1972,JAWA TENGAH,Jambu Biji,52805.0,2017
1973,DI YOGYAKARTA,Jambu Biji,2117.0,2017
1974,JAWA TIMUR,Jambu Biji,33244.0,2017
1975,BANTEN,Jambu Biji,2072.0,2017
1976,BALI,Jambu Biji,1672.0,2017
1977,NUSA TENGGARA BARAT,Jambu Biji,8382.0,2017
1978,NUSA TENGGARA TIMUR,Jambu Biji,3265.0,2017
1979,KALIMANTAN BARAT,Jambu Biji,1596.0,2017
1980,KALIMANTAN TENGAH,Jambu Biji,1328.0,2017
1981,KALIMANTAN SELATAN,Jambu Biji,1695.0,2017
1982,KALIMANTAN TIMUR,Jambu Biji,2208.0,2017
1983,KALIMANTAN UTARA,Jambu Biji,181.0,2017
1984,SULAWESI UTARA,Jambu Biji,337.0,2017
1985,SULAWESI TENGAH,Jambu Biji,556.0,2017
1986,SULAWESI SELATAN,Jambu Biji,8093.0,2017
1987,SULAWESI TENGGARA,Jambu Biji,875.0,2017
1988,GORONTALO,Jambu Biji,35.0,2017
1989,SULAWESI BARAT,Jambu Biji,175.0,2017
1990,MALUKU,Jambu Biji,453.0,2017
1991,MALUKU UTARA,Jambu Biji,82.0,2017
1992,PAPUA BARAT,Jambu Biji,45.0,2017
1993,PAPUA,Jambu Biji,158.0,2017
1994,INDONESIA,Jambu Biji,200487.0,2017
1995,ACEH,Jambu Air,2196.0,2017
1996,SUMATERA UTARA,Jambu Air,11714.0,2017
1997,SUMATERA BARAT,Jambu Air,2342.0,2017
1998,RIAU,Jambu Air,2937.0,2017
1999,JAMBI,Jambu Air,1295.0,2017
2000,SUMATERA SELATAN,Jambu Air,3494.0,2017
2001,BENGKULU,Jambu Air,587.0,2017
2002,LAMPUNG,Jambu Air,4997.0,2017
2003,KEP. BANGKA BELITUNG,Jambu Air,736.0,2017
2004,KEP. RIAU,Jambu Air,219.0,2017
2005,DKI JAKARTA,Jambu Air,1838.0,2017
2006,JAWA BARAT,Jambu Air,14864.0,2017
2007,JAWA TENGAH,Jambu Air,22946.0,2017
2008,DI YOGYAKARTA,Jambu Air,2725.0,2017
2009,JAWA TIMUR,Jambu Air,13735.0,2017
2010,BANTEN,Jambu Air,2528.0,2017
2011,BALI,Jambu Air,744.0,2017
2012,NUSA TENGGARA BARAT,Jambu Air,2005.0,2017
2013,NUSA TENGGARA TIMUR,Jambu Air,445.0,2017
2014,KALIMANTAN BARAT,Jambu Air,1355.0,2017
2015,KALIMANTAN TENGAH,Jambu Air,521.0,2017
2016,KALIMANTAN SELATAN,Jambu Air,2147.0,2017
2017,KALIMANTAN TIMUR,Jambu Air,845.0,2017
2018,KALIMANTAN UTARA,Jambu Air,222.0,2017
2019,SULAWESI UTARA,Jambu Air,162.0,2017
2020,SULAWESI TENGAH,Jambu Air,518.0,2017
2021,SULAWESI SELATAN,Jambu Air,1138.0,2017
2022,SULAWESI TENGGARA,Jambu Air,690.0,2017
2023,GORONTALO,Jambu Air,12.0,2017
2024,SULAWESI BARAT,Jambu Air,239.0,2017
2025,MALUKU,Jambu Air,402.0,2017
2026,MALUKU UTARA,Jambu Air,98.0,2017
2027,PAPUA BARAT,Jambu Air,77.0,2017
2028,PAPUA,Jambu Air,146.0,2017
2029,INDONESIA,Jambu Air,100919.0,2017
2030,ACEH,Jeruk Siam,8042.0,2017
2031,SUMATERA UTARA,Jeruk Siam,435454.0,2017
2032,SUMATERA BARAT,Jeruk Siam,102733.0,2017
2033,RIAU,Jeruk Siam,20402.0,2017
2034,JAMBI,Jeruk Siam,21195.0,2017
2035,SUMATERA SELATAN,Jeruk Siam,39756.0,2017
2036,BENGKULU,Jeruk Siam,4683.0,2017
2037,LAMPUNG,Jeruk Siam,7808.0,2017
2038,KEP. BANGKA BELITUNG,Jeruk Siam,1541.0,2017
2039,KEP. RIAU,Jeruk Siam,137.0,2017
2040,DKI JAKARTA,Jeruk Siam,0.0,2017
2041,JAWA BARAT,Jeruk Siam,24594.0,2017
2042,JAWA TENGAH,Jeruk Siam,18261.0,2017
2043,DI YOGYAKARTA,Jeruk Siam,1739.0,2017
2044,JAWA TIMUR,Jeruk Siam,898279.0,2017
2045,BANTEN,Jeruk Siam,486.0,2017
2046,BALI,Jeruk Siam,168383.0,2017
2047,NUSA TENGGARA BARAT,Jeruk Siam,7937.0,2017
2048,NUSA TENGGARA TIMUR,Jeruk Siam,16952.0,2017
2049,KALIMANTAN BARAT,Jeruk Siam,126502.0,2017
2050,KALIMANTAN TENGAH,Jeruk Siam,10307.0,2017
2051,KALIMANTAN SELATAN,Jeruk Siam,123874.0,2017
2052,KALIMANTAN TIMUR,Jeruk Siam,14332.0,2017
2053,KALIMANTAN UTARA,Jeruk Siam,10696.0,2017
2054,SULAWESI UTARA,Jeruk Siam,578.0,2017
2055,SULAWESI TENGAH,Jeruk Siam,1341.0,2017
2056,SULAWESI SELATAN,Jeruk Siam,3187.0,2017
2057,SULAWESI TENGGARA,Jeruk Siam,32704.0,2017
2058,GORONTALO,Jeruk Siam,7893.0,2017
2059,SULAWESI BARAT,Jeruk Siam,34930.0,2017
2060,MALUKU,Jeruk Siam,8828.0,2017
2061,MALUKU UTARA,Jeruk Siam,6799.0,2017
2062,PAPUA BARAT,Jeruk Siam,127.0,2017
2063,PAPUA,Jeruk Siam,4709.0,2017
2064,INDONESIA,Jeruk Siam,2165189.0,2017
2065,ACEH,Jeruk Besar,12635.0,2017
2066,SUMATERA UTARA,Jeruk Besar,18076.0,2017
2067,SUMATERA BARAT,Jeruk Besar,210.0,2017
2068,RIAU,Jeruk Besar,848.0,2017
2069,JAMBI,Jeruk Besar,485.0,2017
2070,SUMATERA SELATAN,Jeruk Besar,1393.0,2017
2071,BENGKULU,Jeruk Besar,834.0,2017
2072,LAMPUNG,Jeruk Besar,323.0,2017
2073,KEP. BANGKA BELITUNG,Jeruk Besar,38.0,2017
2074,KEP. RIAU,Jeruk Besar,49.0,2017
2075,DKI JAKARTA,Jeruk Besar,14.0,2017
2076,JAWA BARAT,Jeruk Besar,2886.0,2017
2077,JAWA TENGAH,Jeruk Besar,13196.0,2017
2078,DI YOGYAKARTA,Jeruk Besar,371.0,2017
2079,JAWA TIMUR,Jeruk Besar,20543.0,2017
2080,BANTEN,Jeruk Besar,81.0,2017
2081,BALI,Jeruk Besar,619.0,2017
2082,NUSA TENGGARA BARAT,Jeruk Besar,1765.0,2017
2083,NUSA TENGGARA TIMUR,Jeruk Besar,4544.0,2017
2084,KALIMANTAN BARAT,Jeruk Besar,988.0,2017
2085,KALIMANTAN TENGAH,Jeruk Besar,482.0,2017
2086,KALIMANTAN SELATAN,Jeruk Besar,3124.0,2017
2087,KALIMANTAN TIMUR,Jeruk Besar,995.0,2017
2088,KALIMANTAN UTARA,Jeruk Besar,243.0,2017
2089,SULAWESI UTARA,Jeruk Besar,243.0,2017
2090,SULAWESI TENGAH,Jeruk Besar,378.0,2017
2091,SULAWESI SELATAN,Jeruk Besar,42058.0,2017
2092,SULAWESI TENGGARA,Jeruk Besar,1181.0,2017
2093,GORONTALO,Jeruk Besar,73.0,2017
2094,SULAWESI BARAT,Jeruk Besar,137.0,2017
2095,MALUKU,Jeruk Besar,321.0,2017
2096,MALUKU UTARA,Jeruk Besar,84.0,2017
2097,PAPUA BARAT,Jeruk Besar,22.0,2017
2098,PAPUA,Jeruk Besar,891.0,2017
2099,INDONESIA,Jeruk Besar,130130.0,2017
2100,ACEH,Mangga,17350.0,2017
2101,SUMATERA UTARA,Mangga,24692.0,2017
2102,SUMATERA BARAT,Mangga,7703.0,2017
2103,RIAU,Mangga,14668.0,2017
2104,JAMBI,Mangga,3214.0,2017
2105,SUMATERA SELATAN,Mangga,12047.0,2017
2106,BENGKULU,Mangga,5226.0,2017
2107,LAMPUNG,Mangga,21139.0,2017
2108,KEP. BANGKA BELITUNG,Mangga,1657.0,2017
2109,KEP. RIAU,Mangga,1110.0,2017
2110,DKI JAKARTA,Mangga,6000.0,2017
2111,JAWA BARAT,Mangga,325457.0,2017
2112,JAWA TENGAH,Mangga,389019.0,2017
2113,DI YOGYAKARTA,Mangga,32238.0,2017
2114,JAWA TIMUR,Mangga,898595.0,2017
2115,BANTEN,Mangga,18363.0,2017
2116,BALI,Mangga,56479.0,2017
2117,NUSA TENGGARA BARAT,Mangga,165250.0,2017
2118,NUSA TENGGARA TIMUR,Mangga,42508.0,2017
2119,KALIMANTAN BARAT,Mangga,3871.0,2017
2120,KALIMANTAN TENGAH,Mangga,1659.0,2017
2121,KALIMANTAN SELATAN,Mangga,7946.0,2017
2122,KALIMANTAN TIMUR,Mangga,5423.0,2017
2123,KALIMANTAN UTARA,Mangga,5549.0,2017
2124,SULAWESI UTARA,Mangga,6620.0,2017
2125,SULAWESI TENGAH,Mangga,7012.0,2017
2126,SULAWESI SELATAN,Mangga,97026.0,2017
2127,SULAWESI TENGGARA,Mangga,7393.0,2017
2128,GORONTALO,Mangga,1934.0,2017
2129,SULAWESI BARAT,Mangga,8272.0,2017
2130,MALUKU,Mangga,7114.0,2017
2131,MALUKU UTARA,Mangga,975.0,2017
2132,PAPUA BARAT,Mangga,105.0,2017
2133,PAPUA,Mangga,177.0,2017
2134,INDONESIA,Mangga,2203791.0,2017
2135,ACEH,Manggis,945.0,2017
2136,SUMATERA UTARA,Manggis,9382.0,2017
2137,SUMATERA BARAT,Manggis,34422.0,2017
2138,RIAU,Manggis,5776.0,2017
2139,JAMBI,Manggis,6828.0,2017
2140,SUMATERA SELATAN,Manggis,1524.0,2017
2141,BENGKULU,Manggis,2642.0,2017
2142,LAMPUNG,Manggis,3469.0,2017
2143,KEP. BANGKA BELITUNG,Manggis,285.0,2017
2144,KEP. RIAU,Manggis,99.0,2017
2145,DKI JAKARTA,Manggis,0.0,2017
2146,JAWA BARAT,Manggis,42122.0,2017
2147,JAWA TENGAH,Manggis,6093.0,2017
2148,DI YOGYAKARTA,Manggis,1802.0,2017
2149,JAWA TIMUR,Manggis,16688.0,2017
2150,BANTEN,Manggis,12944.0,2017
2151,BALI,Manggis,2715.0,2017
2152,NUSA TENGGARA BARAT,Manggis,7319.0,2017
2153,NUSA TENGGARA TIMUR,Manggis,5.0,2017
2154,KALIMANTAN BARAT,Manggis,2197.0,2017
2155,KALIMANTAN TENGAH,Manggis,435.0,2017
2156,KALIMANTAN SELATAN,Manggis,1532.0,2017
2157,KALIMANTAN TIMUR,Manggis,182.0,2017
2158,KALIMANTAN UTARA,Manggis,79.0,2017
2159,SULAWESI UTARA,Manggis,594.0,2017
2160,SULAWESI TENGAH,Manggis,268.0,2017
2161,SULAWESI SELATAN,Manggis,631.0,2017
2162,SULAWESI TENGGARA,Manggis,81.0,2017
2163,GORONTALO,Manggis,37.0,2017
2164,SULAWESI BARAT,Manggis,36.0,2017
2165,MALUKU,Manggis,405.0,2017
2166,MALUKU UTARA,Manggis,213.0,2017
2167,PAPUA BARAT,Manggis,0.0,2017
2168,PAPUA,Manggis,0.0,2017
2169,INDONESIA,Manggis,161750.0,2017
2170,ACEH,Nangka,8338.0,2017
2171,SUMATERA UTARA,Nangka,9971.0,2017
2172,SUMATERA BARAT,Nangka,11002.0,2017
2173,RIAU,Nangka,17226.0,2017
2174,JAMBI,Nangka,10403.0,2017
2175,SUMATERA SELATAN,Nangka,18575.0,2017
2176,BENGKULU,Nangka,3735.0,2017
2177,LAMPUNG,Nangka,40247.0,2017
2178,KEP. BANGKA BELITUNG,Nangka,1933.0,2017
2179,KEP. RIAU,Nangka,2416.0,2017
2180,DKI JAKARTA,Nangka,365.0,2017
2181,JAWA BARAT,Nangka,58830.0,2017
2182,JAWA TENGAH,Nangka,117296.0,2017
2183,DI YOGYAKARTA,Nangka,12824.0,2017
2184,JAWA TIMUR,Nangka,108448.0,2017
2185,BANTEN,Nangka,3399.0,2017
2186,BALI,Nangka,18066.0,2017
2187,NUSA TENGGARA BARAT,Nangka,95877.0,2017
2188,NUSA TENGGARA TIMUR,Nangka,15475.0,2017
2189,KALIMANTAN BARAT,Nangka,9067.0,2017
2190,KALIMANTAN TENGAH,Nangka,8686.0,2017
2191,KALIMANTAN SELATAN,Nangka,18455.0,2017
2192,KALIMANTAN TIMUR,Nangka,14196.0,2017
2193,KALIMANTAN UTARA,Nangka,5962.0,2017
2194,SULAWESI UTARA,Nangka,1617.0,2017
2195,SULAWESI TENGAH,Nangka,3428.0,2017
2196,SULAWESI SELATAN,Nangka,24477.0,2017
2197,SULAWESI TENGGARA,Nangka,4690.0,2017
2198,GORONTALO,Nangka,2166.0,2017
2199,SULAWESI BARAT,Nangka,3877.0,2017
2200,MALUKU,Nangka,4167.0,2017
2201,MALUKU UTARA,Nangka,808.0,2017
2202,PAPUA BARAT,Nangka,135.0,2017
2203,PAPUA,Nangka,426.0,2017
2204,INDONESIA,Nangka,656583.0,2017
2205,ACEH,Nenas,513.0,2017
2206,SUMATERA UTARA,Nenas,160552.0,2017
2207,SUMATERA BARAT,Nenas,192.0,2017
2208,RIAU,Nenas,79327.0,2017
2209,JAMBI,Nenas,44265.0,2017
2210,SUMATERA SELATAN,Nenas,109071.0,2017
2211,BENGKULU,Nenas,172.0,2017
2212,LAMPUNG,Nenas,633095.0,2017
2213,KEP. BANGKA BELITUNG,Nenas,4311.0,2017
2214,KEP. RIAU,Nenas,1757.0,2017
2215,DKI JAKARTA,Nenas,0.0,2017
2216,JAWA BARAT,Nenas,246698.0,2017
2217,JAWA TENGAH,Nenas,85938.0,2017
2218,DI YOGYAKARTA,Nenas,533.0,2017
2219,JAWA TIMUR,Nenas,126963.0,2017
2220,BANTEN,Nenas,218.0,2017
2221,BALI,Nenas,427.0,2017
2222,NUSA TENGGARA BARAT,Nenas,138623.0,2017
2223,NUSA TENGGARA TIMUR,Nenas,5354.0,2017
2224,KALIMANTAN BARAT,Nenas,72504.0,2017
2225,KALIMANTAN TENGAH,Nenas,7646.0,2017
2226,KALIMANTAN SELATAN,Nenas,11639.0,2017
2227,KALIMANTAN TIMUR,Nenas,30489.0,2017
2228,KALIMANTAN UTARA,Nenas,277.0,2017
2229,SULAWESI UTARA,Nenas,1534.0,2017
2230,SULAWESI TENGAH,Nenas,29424.0,2017
2231,SULAWESI SELATAN,Nenas,1360.0,2017
2232,SULAWESI TENGGARA,Nenas,1294.0,2017
2233,GORONTALO,Nenas,467.0,2017
2234,SULAWESI BARAT,Nenas,387.0,2017
2235,MALUKU,Nenas,573.0,2017
2236,MALUKU UTARA,Nenas,188.0,2017
2237,PAPUA BARAT,Nenas,125.0,2017
2238,PAPUA,Nenas,69.0,2017
2239,INDONESIA,Nenas,1795985.0,2017
2240,ACEH,Pepaya,12232.0,2017
2241,SUMATERA UTARA,Pepaya,29570.0,2017
2242,SUMATERA BARAT,Pepaya,33252.0,2017
2243,RIAU,Pepaya,14163.0,2017
2244,JAMBI,Pepaya,13694.0,2017
2245,SUMATERA SELATAN,Pepaya,19394.0,2017
2246,BENGKULU,Pepaya,3252.0,2017
2247,LAMPUNG,Pepaya,80364.0,2017
2248,KEP. BANGKA BELITUNG,Pepaya,2545.0,2017
2249,KEP. RIAU,Pepaya,2463.0,2017
2250,DKI JAKARTA,Pepaya,457.0,2017
2251,JAWA BARAT,Pepaya,85139.0,2017
2252,JAWA TENGAH,Pepaya,136659.0,2017
2253,DI YOGYAKARTA,Pepaya,6038.0,2017
2254,JAWA TIMUR,Pepaya,241537.0,2017
2255,BANTEN,Pepaya,7948.0,2017
2256,BALI,Pepaya,6329.0,2017
2257,NUSA TENGGARA BARAT,Pepaya,10300.0,2017
2258,NUSA TENGGARA TIMUR,Pepaya,51446.0,2017
2259,KALIMANTAN BARAT,Pepaya,10494.0,2017
2260,KALIMANTAN TENGAH,Pepaya,3093.0,2017
2261,KALIMANTAN SELATAN,Pepaya,6403.0,2017
2262,KALIMANTAN TIMUR,Pepaya,16156.0,2017
2263,KALIMANTAN UTARA,Pepaya,10417.0,2017
2264,SULAWESI UTARA,Pepaya,9480.0,2017
2265,SULAWESI TENGAH,Pepaya,3092.0,2017
2266,SULAWESI SELATAN,Pepaya,39226.0,2017
2267,SULAWESI TENGGARA,Pepaya,5147.0,2017
2268,GORONTALO,Pepaya,715.0,2017
2269,SULAWESI BARAT,Pepaya,4940.0,2017
2270,MALUKU,Pepaya,7265.0,2017
2271,MALUKU UTARA,Pepaya,772.0,2017
2272,PAPUA BARAT,Pepaya,253.0,2017
2273,PAPUA,Pepaya,873.0,2017
2274,INDONESIA,Pepaya,875108.0,2017
2275,ACEH,Pisang,67308.0,2017
2276,SUMATERA UTARA,Pisang,150691.0,2017
2277,SUMATERA BARAT,Pisang,143796.0,2017
2278,RIAU,Pisang,38809.0,2017
2279,JAMBI,Pisang,29189.0,2017
2280,SUMATERA SELATAN,Pisang,118277.0,2017
2281,BENGKULU,Pisang,24313.0,2017
2282,LAMPUNG,Pisang,1462423.0,2017
2283,KEP. BANGKA BELITUNG,Pisang,4734.0,2017
2284,KEP. RIAU,Pisang,3051.0,2017
2285,DKI JAKARTA,Pisang,4361.0,2017
2286,JAWA BARAT,Pisang,1128666.0,2017
2287,JAWA TENGAH,Pisang,602019.0,2017
2288,DI YOGYAKARTA,Pisang,40921.0,2017
2289,JAWA TIMUR,Pisang,1960129.0,2017
2290,BANTEN,Pisang,250190.0,2017
2291,BALI,Pisang,273249.0,2017
2292,NUSA TENGGARA BARAT,Pisang,101034.0,2017
2293,NUSA TENGGARA TIMUR,Pisang,92988.0,2017
2294,KALIMANTAN BARAT,Pisang,59776.0,2017
2295,KALIMANTAN TENGAH,Pisang,38585.0,2017
2296,KALIMANTAN SELATAN,Pisang,79366.0,2017
2297,KALIMANTAN TIMUR,Pisang,102598.0,2017
2298,KALIMANTAN UTARA,Pisang,12875.0,2017
2299,SULAWESI UTARA,Pisang,41465.0,2017
2300,SULAWESI TENGAH,Pisang,14740.0,2017
2301,SULAWESI SELATAN,Pisang,172444.0,2017
2302,SULAWESI TENGGARA,Pisang,20050.0,2017
2303,GORONTALO,Pisang,11026.0,2017
2304,SULAWESI BARAT,Pisang,79199.0,2017
2305,MALUKU,Pisang,23573.0,2017
2306,MALUKU UTARA,Pisang,8266.0,2017
2307,PAPUA BARAT,Pisang,646.0,2017
2308,PAPUA,Pisang,1923.0,2017
2309,INDONESIA,Pisang,7162680.0,2017
2310,ACEH,Rambutan,19567.0,2017
2311,SUMATERA UTARA,Rambutan,15266.0,2017
2312,SUMATERA BARAT,Rambutan,14730.0,2017
2313,RIAU,Rambutan,16760.0,2017
2314,JAMBI,Rambutan,8226.0,2017
2315,SUMATERA SELATAN,Rambutan,9360.0,2017
2316,BENGKULU,Rambutan,7056.0,2017
2317,LAMPUNG,Rambutan,15274.0,2017
2318,KEP. BANGKA BELITUNG,Rambutan,1409.0,2017
2319,KEP. RIAU,Rambutan,2029.0,2017
2320,DKI JAKARTA,Rambutan,1863.0,2017
2321,JAWA BARAT,Rambutan,57552.0,2017
2322,JAWA TENGAH,Rambutan,103602.0,2017
2323,DI YOGYAKARTA,Rambutan,12407.0,2017
2324,JAWA TIMUR,Rambutan,108247.0,2017
2325,BANTEN,Rambutan,8154.0,2017
2326,BALI,Rambutan,12921.0,2017
2327,NUSA TENGGARA BARAT,Rambutan,12320.0,2017
2328,NUSA TENGGARA TIMUR,Rambutan,2194.0,2017
2329,KALIMANTAN BARAT,Rambutan,11598.0,2017
2330,KALIMANTAN TENGAH,Rambutan,5405.0,2017
2331,KALIMANTAN SELATAN,Rambutan,20644.0,2017
2332,KALIMANTAN TIMUR,Rambutan,9037.0,2017
2333,KALIMANTAN UTARA,Rambutan,12507.0,2017
2334,SULAWESI UTARA,Rambutan,2791.0,2017
2335,SULAWESI TENGAH,Rambutan,2663.0,2017
2336,SULAWESI SELATAN,Rambutan,18660.0,2017
2337,SULAWESI TENGGARA,Rambutan,3418.0,2017
2338,GORONTALO,Rambutan,940.0,2017
2339,SULAWESI BARAT,Rambutan,4429.0,2017
2340,MALUKU,Rambutan,1345.0,2017
2341,MALUKU UTARA,Rambutan,896.0,2017
2342,PAPUA BARAT,Rambutan,132.0,2017
2343,PAPUA,Rambutan,298.0,2017
2344,INDONESIA,Rambutan,523700.0,2017
2345,ACEH,Salak,297.0,2017
2346,SUMATERA UTARA,Salak,162622.0,2017
2347,SUMATERA BARAT,Salak,1377.0,2017
2348,RIAU,Salak,3000.0,2017
2349,JAMBI,Salak,1009.0,2017
2350,SUMATERA SELATAN,Salak,2404.0,2017
2351,BENGKULU,Salak,1059.0,2017
2352,LAMPUNG,Salak,4826.0,2017
2353,KEP. BANGKA BELITUNG,Salak,576.0,2017
