,Provinsi,Buah,Produksi,Tahun
4122,SULAWESI TENGGARA,Pisang,43971.0,2019
4123,GORONTALO,Pisang,7701.0,2019
4124,SULAWESI BARAT,Pisang,66574.0,2019
4125,MALUKU,Pisang,33319.0,2019
4126,MALUKU UTARA,Pisang,8627.0,2019
4127,PAPUA BARAT,Pisang,31676.0,2019
4128,PAPUA,Pisang,5045.0,2019
4129,INDONESIA,Pisang,7280658.0,2019
4130,ACEH,Rambutan,22648.0,2019
4131,SUMATERA UTARA,Rambutan,17849.0,2019
4132,SUMATERA BARAT,Rambutan,11940.0,2019
4133,RIAU,Rambutan,28910.0,2019
4134,JAMBI,Rambutan,8185.0,2019
4135,SUMATERA SELATAN,Rambutan,14296.0,2019
4136,BENGKULU,Rambutan,5421.0,2019
4137,LAMPUNG,Rambutan,21946.0,2019
4138,KEP. BANGKA BELITUNG,Rambutan,2704.0,2019
4139,KEP. RIAU,Rambutan,2990.0,2019
4140,DKI JAKARTA,Rambutan,2892.0,2019
4141,JAWA BARAT,Rambutan,145581.0,2019
4142,JAWA TENGAH,Rambutan,108004.0,2019
4143,DI YOGYAKARTA,Rambutan,9547.0,2019
4144,JAWA TIMUR,Rambutan,131209.0,2019
4145,BANTEN,Rambutan,17218.0,2019
4146,BALI,Rambutan,21445.0,2019
4147,NUSA TENGGARA BARAT,Rambutan,10916.0,2019
4148,NUSA TENGGARA TIMUR,Rambutan,3754.0,2019
4149,KALIMANTAN BARAT,Rambutan,25142.0,2019
4150,KALIMANTAN TENGAH,Rambutan,16150.0,2019
4151,KALIMANTAN SELATAN,Rambutan,23210.0,2019
4152,KALIMANTAN TIMUR,Rambutan,16392.0,2019
4153,KALIMANTAN UTARA,Rambutan,13562.0,2019
4154,SULAWESI UTARA,Rambutan,7455.0,2019
4155,SULAWESI TENGAH,Rambutan,6695.0,2019
4156,SULAWESI SELATAN,Rambutan,38101.0,2019
4157,SULAWESI TENGGARA,Rambutan,12985.0,2019
4158,GORONTALO,Rambutan,593.0,2019
4159,SULAWESI BARAT,Rambutan,9916.0,2019
4160,MALUKU,Rambutan,1165.0,2019
4161,MALUKU UTARA,Rambutan,1898.0,2019
4162,PAPUA BARAT,Rambutan,3627.0,2019
4163,PAPUA,Rambutan,240.0,2019
4164,INDONESIA,Rambutan,764586.0,2019
4165,ACEH,Salak,314.0,2019
4166,SUMATERA UTARA,Salak,235506.0,2019
4167,SUMATERA BARAT,Salak,1136.0,2019
4168,RIAU,Salak,2159.0,2019
4169,JAMBI,Salak,1771.0,2019
4170,SUMATERA SELATAN,Salak,1341.0,2019
4171,BENGKULU,Salak,1694.0,2019
4172,LAMPUNG,Salak,5153.0,2019
4173,KEP. BANGKA BELITUNG,Salak,731.0,2019
4174,KEP. RIAU,Salak,517.0,2019
4175,DKI JAKARTA,Salak,314.0,2019
4176,JAWA BARAT,Salak,15285.0,2019
4177,JAWA TENGAH,Salak,482949.0,2019
4178,DI YOGYAKARTA,Salak,41200.0,2019
4179,JAWA TIMUR,Salak,102283.0,2019
4180,BANTEN,Salak,400.0,2019
4181,BALI,Salak,25640.0,2019
4182,NUSA TENGGARA BARAT,Salak,20.0,2019
4183,NUSA TENGGARA TIMUR,Salak,1047.0,2019
4184,KALIMANTAN BARAT,Salak,1122.0,2019
4185,KALIMANTAN TENGAH,Salak,559.0,2019
4186,KALIMANTAN SELATAN,Salak,496.0,2019
4187,KALIMANTAN TIMUR,Salak,12867.0,2019
4188,KALIMANTAN UTARA,Salak,1669.0,2019
4189,SULAWESI UTARA,Salak,3651.0,2019
4190,SULAWESI TENGAH,Salak,401.0,2019
4191,SULAWESI SELATAN,Salak,6397.0,2019
4192,SULAWESI TENGGARA,Salak,1179.0,2019
4193,GORONTALO,Salak,0.0,2019
4194,SULAWESI BARAT,Salak,150.0,2019
4195,MALUKU,Salak,1106.0,2019
4196,MALUKU UTARA,Salak,4038.0,2019
4197,PAPUA BARAT,Salak,2600.0,2019
4198,PAPUA,Salak,73.0,2019
4199,INDONESIA,Salak,955768.0,2019
4200,ACEH,Sawo,3785.0,2019
4201,SUMATERA UTARA,Sawo,14040.0,2019
4202,SUMATERA BARAT,Sawo,5600.0,2019
4203,RIAU,Sawo,4589.0,2019
4204,JAMBI,Sawo,2598.0,2019
4205,SUMATERA SELATAN,Sawo,4916.0,2019
4206,BENGKULU,Sawo,1671.0,2019
4207,LAMPUNG,Sawo,19475.0,2019
4208,KEP. BANGKA BELITUNG,Sawo,520.0,2019
4209,KEP. RIAU,Sawo,1020.0,2019
4210,DKI JAKARTA,Sawo,323.0,2019
4211,JAWA BARAT,Sawo,24878.0,2019
4212,JAWA TENGAH,Sawo,12926.0,2019
4213,DI YOGYAKARTA,Sawo,3989.0,2019
4214,JAWA TIMUR,Sawo,13697.0,2019
4215,BANTEN,Sawo,1694.0,2019
4216,BALI,Sawo,3113.0,2019
4217,NUSA TENGGARA BARAT,Sawo,14415.0,2019
4218,NUSA TENGGARA TIMUR,Sawo,807.0,2019
4219,KALIMANTAN BARAT,Sawo,3755.0,2019
4220,KALIMANTAN TENGAH,Sawo,1482.0,2019
4221,KALIMANTAN SELATAN,Sawo,1942.0,2019
4222,KALIMANTAN TIMUR,Sawo,1772.0,2019
4223,KALIMANTAN UTARA,Sawo,149.0,2019
4224,SULAWESI UTARA,Sawo,1.0,2019
4225,SULAWESI TENGAH,Sawo,297.0,2019
4226,SULAWESI SELATAN,Sawo,1023.0,2019
4227,SULAWESI TENGGARA,Sawo,191.0,2019
4228,GORONTALO,Sawo,0.0,2019
4229,SULAWESI BARAT,Sawo,208.0,2019
4230,MALUKU,Sawo,2.0,2019
4231,MALUKU UTARA,Sawo,3.0,2019
4232,PAPUA BARAT,Sawo,64.0,2019
4233,PAPUA,Sawo,21.0,2019
4234,INDONESIA,Sawo,144966.0,2019
4235,ACEH,Markisa,71.0,2019
4236,SUMATERA UTARA,Markisa,932.0,2019
4237,SUMATERA BARAT,Markisa,38753.0,2019
4238,RIAU,Markisa,11.0,2019
4239,JAMBI,Markisa,39.0,2019
4240,SUMATERA SELATAN,Markisa,27.0,2019
4241,BENGKULU,Markisa,12.0,2019
4242,LAMPUNG,Markisa,56.0,2019
4243,KEP. BANGKA BELITUNG,Markisa,0.0,2019
4244,KEP. RIAU,Markisa,0.0,2019
4245,DKI JAKARTA,Markisa,2.0,2019
4246,JAWA BARAT,Markisa,127.0,2019
4247,JAWA TENGAH,Markisa,123.0,2019
4248,DI YOGYAKARTA,Markisa,110.0,2019
4249,JAWA TIMUR,Markisa,1161.0,2019
4250,BANTEN,Markisa,27.0,2019
4251,BALI,Markisa,129.0,2019
4252,NUSA TENGGARA BARAT,Markisa,12.0,2019
4253,NUSA TENGGARA TIMUR,Markisa,165.0,2019
4254,KALIMANTAN BARAT,Markisa,60.0,2019
4255,KALIMANTAN TENGAH,Markisa,1.0,2019
4256,KALIMANTAN SELATAN,Markisa,0.0,2019
4257,KALIMANTAN TIMUR,Markisa,0.0,2019
4258,KALIMANTAN UTARA,Markisa,0.0,2019
4259,SULAWESI UTARA,Markisa,23.0,2019
4260,SULAWESI TENGAH,Markisa,6.0,2019
4261,SULAWESI SELATAN,Markisa,2996.0,2019
4262,SULAWESI TENGGARA,Markisa,28.0,2019
4263,GORONTALO,Markisa,0.0,2019
4264,SULAWESI BARAT,Markisa,92.0,2019
4265,MALUKU,Markisa,0.0,2019
4266,MALUKU UTARA,Markisa,0.0,2019
4267,PAPUA BARAT,Markisa,5.0,2019
4268,PAPUA,Markisa,7.0,2019
4269,INDONESIA,Markisa,44975.0,2019
4270,ACEH,Sirsak,573.0,2019
4271,SUMATERA UTARA,Sirsak,1635.0,2019
4272,SUMATERA BARAT,Sirsak,3779.0,2019
4273,RIAU,Sirsak,795.0,2019
4274,JAMBI,Sirsak,822.0,2019
4275,SUMATERA SELATAN,Sirsak,796.0,2019
4276,BENGKULU,Sirsak,422.0,2019
4277,LAMPUNG,Sirsak,1745.0,2019
4278,KEP. BANGKA BELITUNG,Sirsak,104.0,2019
4279,KEP. RIAU,Sirsak,255.0,2019
4280,DKI JAKARTA,Sirsak,57.0,2019
4281,JAWA BARAT,Sirsak,10824.0,2019
4282,JAWA TENGAH,Sirsak,9581.0,2019
4283,DI YOGYAKARTA,Sirsak,1929.0,2019
4284,JAWA TIMUR,Sirsak,19194.0,2019
4285,BANTEN,Sirsak,3137.0,2019
4286,BALI,Sirsak,303.0,2019
4287,NUSA TENGGARA BARAT,Sirsak,4011.0,2019
4288,NUSA TENGGARA TIMUR,Sirsak,2665.0,2019
4289,KALIMANTAN BARAT,Sirsak,1067.0,2019
4290,KALIMANTAN TENGAH,Sirsak,547.0,2019
4291,KALIMANTAN SELATAN,Sirsak,1221.0,2019
4292,KALIMANTAN TIMUR,Sirsak,787.0,2019
4293,KALIMANTAN UTARA,Sirsak,218.0,2019
4294,SULAWESI UTARA,Sirsak,702.0,2019
4295,SULAWESI TENGAH,Sirsak,332.0,2019
4296,SULAWESI SELATAN,Sirsak,1234.0,2019
4297,SULAWESI TENGGARA,Sirsak,1201.0,2019
4298,GORONTALO,Sirsak,17.0,2019
4299,SULAWESI BARAT,Sirsak,164.0,2019
4300,MALUKU,Sirsak,161.0,2019
4301,MALUKU UTARA,Sirsak,206.0,2019
4302,PAPUA BARAT,Sirsak,129.0,2019
4303,PAPUA,Sirsak,116.0,2019
4304,INDONESIA,Sirsak,70729.0,2019
4305,ACEH,Sukun,1117.0,2019
4306,SUMATERA UTARA,Sukun,571.0,2019
4307,SUMATERA BARAT,Sukun,1948.0,2019
4308,RIAU,Sukun,1680.0,2019
4309,JAMBI,Sukun,1780.0,2019
4310,SUMATERA SELATAN,Sukun,1682.0,2019
4311,BENGKULU,Sukun,493.0,2019
4312,LAMPUNG,Sukun,6214.0,2019
4313,KEP. BANGKA BELITUNG,Sukun,593.0,2019
4314,KEP. RIAU,Sukun,424.0,2019
4315,DKI JAKARTA,Sukun,562.0,2019
4316,JAWA BARAT,Sukun,21853.0,2019
4317,JAWA TENGAH,Sukun,28159.0,2019
4318,DI YOGYAKARTA,Sukun,6388.0,2019
4319,JAWA TIMUR,Sukun,15466.0,2019
4320,BANTEN,Sukun,6231.0,2019
4321,BALI,Sukun,408.0,2019
4322,NUSA TENGGARA BARAT,Sukun,391.0,2019
4323,NUSA TENGGARA TIMUR,Sukun,2785.0,2019
4324,KALIMANTAN BARAT,Sukun,1592.0,2019
4325,KALIMANTAN TENGAH,Sukun,854.0,2019
4326,KALIMANTAN SELATAN,Sukun,1232.0,2019
4327,KALIMANTAN TIMUR,Sukun,1546.0,2019
4328,KALIMANTAN UTARA,Sukun,767.0,2019
4329,SULAWESI UTARA,Sukun,371.0,2019
4330,SULAWESI TENGAH,Sukun,670.0,2019
4331,SULAWESI SELATAN,Sukun,11944.0,2019
4332,SULAWESI TENGGARA,Sukun,1747.0,2019
4333,GORONTALO,Sukun,4.0,2019
4334,SULAWESI BARAT,Sukun,575.0,2019
4335,MALUKU,Sukun,1186.0,2019
4336,MALUKU UTARA,Sukun,486.0,2019
4337,PAPUA BARAT,Sukun,647.0,2019
4338,PAPUA,Sukun,116.0,2019
4339,INDONESIA,Sukun,122482.0,2019
4340,ACEH,Melon,318.0,2019
4341,SUMATERA UTARA,Melon,2604.0,2019
4342,SUMATERA BARAT,Melon,785.0,2019
4343,RIAU,Melon,1616.0,2019
4344,JAMBI,Melon,1001.0,2019
4345,SUMATERA SELATAN,Melon,200.0,2019
4346,BENGKULU,Melon,256.0,2019
4347,LAMPUNG,Melon,494.0,2019
4348,KEP. BANGKA BELITUNG,Melon,301.0,2019
4349,KEP. RIAU,Melon,3.0,2019
4350,DKI JAKARTA,Melon,0.0,2019
4351,JAWA BARAT,Melon,243.0,2019
4352,JAWA TENGAH,Melon,27148.0,2019
4353,DI YOGYAKARTA,Melon,24016.0,2019
4354,JAWA TIMUR,Melon,49131.0,2019
4355,BANTEN,Melon,368.0,2019
4356,BALI,Melon,552.0,2019
4357,NUSA TENGGARA BARAT,Melon,3340.0,2019
4358,NUSA TENGGARA TIMUR,Melon,832.0,2019
4359,KALIMANTAN BARAT,Melon,163.0,2019
4360,KALIMANTAN TENGAH,Melon,522.0,2019
4361,KALIMANTAN SELATAN,Melon,341.0,2019
4362,KALIMANTAN TIMUR,Melon,589.0,2019
4363,KALIMANTAN UTARA,Melon,310.0,2019
4364,SULAWESI UTARA,Melon,37.0,2019
4365,SULAWESI TENGAH,Melon,2282.0,2019
4366,SULAWESI SELATAN,Melon,698.0,2019
4367,SULAWESI TENGGARA,Melon,247.0,2019
4368,GORONTALO,Melon,19.0,2019
4369,SULAWESI BARAT,Melon,5.0,2019
4370,MALUKU,Melon,191.0,2019
4371,MALUKU UTARA,Melon,37.0,2019
4372,PAPUA BARAT,Melon,196.0,2019
4373,PAPUA,Melon,3260.0,2019
4374,INDONESIA,Melon,122105.0,2019
4375,ACEH,Semangka,9472.0,2019
4376,SUMATERA UTARA,Semangka,41170.0,2019
4377,SUMATERA BARAT,Semangka,21402.0,2019
4378,RIAU,Semangka,17841.0,2019
4379,JAMBI,Semangka,5762.0,2019
4380,SUMATERA SELATAN,Semangka,20799.0,2019
4381,BENGKULU,Semangka,1074.0,2019
4382,LAMPUNG,Semangka,18362.0,2019
4383,KEP. BANGKA BELITUNG,Semangka,2453.0,2019
4384,KEP. RIAU,Semangka,4362.0,2019
4385,DKI JAKARTA,Semangka,0.0,2019
4386,JAWA BARAT,Semangka,11944.0,2019
4387,JAWA TENGAH,Semangka,73038.0,2019
4388,DI YOGYAKARTA,Semangka,8909.0,2019
4389,JAWA TIMUR,Semangka,148803.0,2019
4390,BANTEN,Semangka,1360.0,2019
4391,BALI,Semangka,19719.0,2019
4392,NUSA TENGGARA BARAT,Semangka,29646.0,2019
4393,NUSA TENGGARA TIMUR,Semangka,4230.0,2019
4394,KALIMANTAN BARAT,Semangka,4523.0,2019
4395,KALIMANTAN TENGAH,Semangka,9516.0,2019
4396,KALIMANTAN SELATAN,Semangka,19612.0,2019
4397,KALIMANTAN TIMUR,Semangka,11570.0,2019
4398,KALIMANTAN UTARA,Semangka,1056.0,2019
4399,SULAWESI UTARA,Semangka,71.0,2019
4400,SULAWESI TENGAH,Semangka,3532.0,2019
4401,SULAWESI SELATAN,Semangka,19232.0,2019
4402,SULAWESI TENGGARA,Semangka,1987.0,2019
4403,GORONTALO,Semangka,10.0,2019
4404,SULAWESI BARAT,Semangka,270.0,2019
4405,MALUKU,Semangka,1747.0,2019
4406,MALUKU UTARA,Semangka,1321.0,2019
4407,PAPUA BARAT,Semangka,405.0,2019
4408,PAPUA,Semangka,8135.0,2019
4409,INDONESIA,Semangka,523333.0,2019
4410,ACEH,Blewah,0.0,2019
4411,SUMATERA UTARA,Blewah,0.0,2019
4412,SUMATERA BARAT,Blewah,0.0,2019
4413,RIAU,Blewah,28.0,2019
4414,JAMBI,Blewah,274.0,2019
4415,SUMATERA SELATAN,Blewah,252.0,2019
4416,BENGKULU,Blewah,11.0,2019
4417,LAMPUNG,Blewah,2.0,2019
4418,KEP. BANGKA BELITUNG,Blewah,0.0,2019
4419,KEP. RIAU,Blewah,0.0,2019
4420,DKI JAKARTA,Blewah,0.0,2019
4421,JAWA BARAT,Blewah,875.0,2019
4422,JAWA TENGAH,Blewah,4982.0,2019
4423,DI YOGYAKARTA,Blewah,0.0,2019
4424,JAWA TIMUR,Blewah,25866.0,2019
4425,BANTEN,Blewah,0.0,2019
4426,BALI,Blewah,0.0,2019
4427,NUSA TENGGARA BARAT,Blewah,1501.0,2019
4428,NUSA TENGGARA TIMUR,Blewah,28.0,2019
4429,KALIMANTAN BARAT,Blewah,123.0,2019
4430,KALIMANTAN TENGAH,Blewah,11.0,2019
4431,KALIMANTAN SELATAN,Blewah,0.0,2019
4432,KALIMANTAN TIMUR,Blewah,60.0,2019
4433,KALIMANTAN UTARA,Blewah,3.0,2019
4434,SULAWESI UTARA,Blewah,0.0,2019
4435,SULAWESI TENGAH,Blewah,0.0,2019
4436,SULAWESI SELATAN,Blewah,5.0,2019
4437,SULAWESI TENGGARA,Blewah,1.0,2019
4438,GORONTALO,Blewah,0.0,2019
4439,SULAWESI BARAT,Blewah,0.0,2019
4440,MALUKU,Blewah,0.0,2019
4441,MALUKU UTARA,Blewah,0.0,2019
4442,PAPUA BARAT,Blewah,32.0,2019
4443,PAPUA,Blewah,24.0,2019
4444,INDONESIA,Blewah,34078.0,2019
4445,ACEH,Apel,29.0,2019
4446,SUMATERA UTARA,Apel,0.0,2019
4447,SUMATERA BARAT,Apel,3.0,2019
4448,RIAU,Apel,0.0,2019
4449,JAMBI,Apel,0.0,2019
4450,SUMATERA SELATAN,Apel,0.0,2019
4451,BENGKULU,Apel,1.0,2019
4452,LAMPUNG,Apel,0.0,2019
4453,KEP. BANGKA BELITUNG,Apel,0.0,2019
4454,KEP. RIAU,Apel,0.0,2019
4455,DKI JAKARTA,Apel,0.0,2019
4456,JAWA BARAT,Apel,0.0,2019
4457,JAWA TENGAH,Apel,3.0,2019
4458,DI YOGYAKARTA,Apel,0.0,2019
4459,JAWA TIMUR,Apel,480834.0,2019
4460,BANTEN,Apel,0.0,2019
4461,BALI,Apel,0.0,2019
4462,NUSA TENGGARA BARAT,Apel,493.0,2019
4463,NUSA TENGGARA TIMUR,Apel,9.0,2019
4464,KALIMANTAN BARAT,Apel,0.0,2019
4465,KALIMANTAN TENGAH,Apel,0.0,2019
4466,KALIMANTAN SELATAN,Apel,0.0,2019
4467,KALIMANTAN TIMUR,Apel,0.0,2019
4468,KALIMANTAN UTARA,Apel,0.0,2019
4469,SULAWESI UTARA,Apel,0.0,2019
4470,SULAWESI TENGAH,Apel,0.0,2019
4471,SULAWESI SELATAN,Apel,0.0,2019
4472,SULAWESI TENGGARA,Apel,0.0,2019
4473,GORONTALO,Apel,0.0,2019
4474,SULAWESI BARAT,Apel,0.0,2019
4475,MALUKU,Apel,0.0,2019
4476,MALUKU UTARA,Apel,0.0,2019
4477,PAPUA BARAT,Apel,0.0,2019
4478,PAPUA,Apel,0.0,2019
4479,INDONESIA,Apel,481372.0,2019
4480,ACEH,Anggur,0.0,2019
4481,SUMATERA UTARA,Anggur,0.0,2019
4482,SUMATERA BARAT,Anggur,0.0,2019
4483,RIAU,Anggur,0.0,2019
4484,JAMBI,Anggur,0.0,2019
4485,SUMATERA SELATAN,Anggur,1.0,2019
4486,BENGKULU,Anggur,0.0,2019
4487,LAMPUNG,Anggur,1.0,2019
4488,KEP. BANGKA BELITUNG,Anggur,0.0,2019
4489,KEP. RIAU,Anggur,0.0,2019
4490,DKI JAKARTA,Anggur,2.0,2019
4491,JAWA BARAT,Anggur,1.0,2019
4492,JAWA TENGAH,Anggur,14.0,2019
4493,DI YOGYAKARTA,Anggur,4.0,2019
4494,JAWA TIMUR,Anggur,539.0,2019
4495,BANTEN,Anggur,0.0,2019
4496,BALI,Anggur,13088.0,2019
4497,NUSA TENGGARA BARAT,Anggur,13.0,2019
4498,NUSA TENGGARA TIMUR,Anggur,18.0,2019
4499,KALIMANTAN BARAT,Anggur,0.0,2019
4500,KALIMANTAN TENGAH,Anggur,0.0,2019
4501,KALIMANTAN SELATAN,Anggur,0.0,2019
4502,KALIMANTAN TIMUR,Anggur,0.0,2019
4503,KALIMANTAN UTARA,Anggur,0.0,2019
4504,SULAWESI UTARA,Anggur,0.0,2019
4505,SULAWESI TENGAH,Anggur,38.0,2019
4506,SULAWESI SELATAN,Anggur,0.0,2019
4507,SULAWESI TENGGARA,Anggur,5.0,2019
4508,GORONTALO,Anggur,0.0,2019
4509,SULAWESI BARAT,Anggur,0.0,2019
4510,MALUKU,Anggur,0.0,2019
4511,MALUKU UTARA,Anggur,0.0,2019
4512,PAPUA BARAT,Anggur,0.0,2019
4513,PAPUA,Anggur,0.0,2019
4514,INDONESIA,Anggur,13724.0,2019
4515,ACEH,Stroberi,12.0,2019
4516,SUMATERA UTARA,Stroberi,102.0,2019
4517,SUMATERA BARAT,Stroberi,65.0,2019
4518,RIAU,Stroberi,0.0,2019
4519,JAMBI,Stroberi,0.0,2019
4520,SUMATERA SELATAN,Stroberi,5.0,2019
4521,BENGKULU,Stroberi,27.0,2019
4522,LAMPUNG,Stroberi,0.0,2019
4523,KEP. BANGKA BELITUNG,Stroberi,0.0,2019
4524,KEP. RIAU,Stroberi,0.0,2019
4525,DKI JAKARTA,Stroberi,0.0,2019
4526,JAWA BARAT,Stroberi,4758.0,2019
4527,JAWA TENGAH,Stroberi,303.0,2019
4528,DI YOGYAKARTA,Stroberi,1.0,2019
4529,JAWA TIMUR,Stroberi,573.0,2019
4530,BANTEN,Stroberi,0.0,2019
4531,BALI,Stroberi,594.0,2019
4532,NUSA TENGGARA BARAT,Stroberi,659.0,2019
4533,NUSA TENGGARA TIMUR,Stroberi,0.0,2019
4534,KALIMANTAN BARAT,Stroberi,0.0,2019
4535,KALIMANTAN TENGAH,Stroberi,0.0,2019
4536,KALIMANTAN SELATAN,Stroberi,0.0,2019
4537,KALIMANTAN TIMUR,Stroberi,0.0,2019
4538,KALIMANTAN UTARA,Stroberi,0.0,2019
4539,SULAWESI UTARA,Stroberi,0.0,2019
4540,SULAWESI TENGAH,Stroberi,2.0,2019
4541,SULAWESI SELATAN,Stroberi,400.0,2019
4542,SULAWESI TENGGARA,Stroberi,0.0,2019
4543,GORONTALO,Stroberi,0.0,2019
4544,SULAWESI BARAT,Stroberi,0.0,2019
4545,MALUKU,Stroberi,0.0,2019
4546,MALUKU UTARA,Stroberi,0.0,2019
4547,PAPUA BARAT,Stroberi,0.0,2019
4548,PAPUA,Stroberi,0.0,2019
4549,INDONESIA,Stroberi,7501.0,2019
4550,ACEH,Alpukat,20609.0,2020
4551,SUMATERA UTARA,Alpukat,32012.0,2020
4552,SUMATERA BARAT,Alpukat,69787.0,2020
4553,RIAU,Alpukat,1179.0,2020
4554,JAMBI,Alpukat,9817.0,2020
4555,SUMATERA SELATAN,Alpukat,36343.0,2020
4556,BENGKULU,Alpukat,6282.0,2020
4557,LAMPUNG,Alpukat,17304.0,2020
4558,KEP. BANGKA BELITUNG,Alpukat,839.0,2020
4559,KEP. RIAU,Alpukat,230.0,2020
4560,DKI JAKARTA,Alpukat,1491.0,2020
4561,JAWA BARAT,Alpukat,104665.0,2020
4562,JAWA TENGAH,Alpukat,73933.0,2020
4563,DI YOGYAKARTA,Alpukat,2304.0,2020
4564,JAWA TIMUR,Alpukat,175735.0,2020
4565,BANTEN,Alpukat,2019.0,2020
4566,BALI,Alpukat,2815.0,2020
4567,NUSA TENGGARA BARAT,Alpukat,19260.0,2020
4568,NUSA TENGGARA TIMUR,Alpukat,13870.0,2020
4569,KALIMANTAN BARAT,Alpukat,687.0,2020
4570,KALIMANTAN TENGAH,Alpukat,176.0,2020
4571,KALIMANTAN SELATAN,Alpukat,29.0,2020
4572,KALIMANTAN TIMUR,Alpukat,1148.0,2020
4573,KALIMANTAN UTARA,Alpukat,119.0,2020
4574,SULAWESI UTARA,Alpukat,3317.0,2020
4575,SULAWESI TENGAH,Alpukat,2131.0,2020
4576,SULAWESI SELATAN,Alpukat,6795.0,2020
4577,SULAWESI TENGGARA,Alpukat,1175.0,2020
4578,GORONTALO,Alpukat,24.0,2020
4579,SULAWESI BARAT,Alpukat,503.0,2020
4580,MALUKU,Alpukat,1044.0,2020
4581,MALUKU UTARA,Alpukat,878.0,2020
4582,PAPUA BARAT,Alpukat,400.0,2020
4583,PAPUA,Alpukat,133.0,2020
4584,INDONESIA,Alpukat,609049.0,2020
4585,ACEH,Belimbing,1128.0,2020
4586,SUMATERA UTARA,Belimbing,5665.0,2020
4587,SUMATERA BARAT,Belimbing,1087.0,2020
4588,RIAU,Belimbing,1825.0,2020
4589,JAMBI,Belimbing,1167.0,2020
4590,SUMATERA SELATAN,Belimbing,1249.0,2020
4591,BENGKULU,Belimbing,383.0,2020
4592,LAMPUNG,Belimbing,3098.0,2020
4593,KEP. BANGKA BELITUNG,Belimbing,183.0,2020
4594,KEP. RIAU,Belimbing,217.0,2020
4595,DKI JAKARTA,Belimbing,1857.0,2020
4596,JAWA BARAT,Belimbing,7025.0,2020
4597,JAWA TENGAH,Belimbing,18043.0,2020
4598,DI YOGYAKARTA,Belimbing,661.0,2020
4599,JAWA TIMUR,Belimbing,59383.0,2020
4600,BANTEN,Belimbing,1759.0,2020
4601,BALI,Belimbing,719.0,2020
4602,NUSA TENGGARA BARAT,Belimbing,706.0,2020
4603,NUSA TENGGARA TIMUR,Belimbing,767.0,2020
4604,KALIMANTAN BARAT,Belimbing,1532.0,2020
4605,KALIMANTAN TENGAH,Belimbing,650.0,2020
4606,KALIMANTAN SELATAN,Belimbing,1041.0,2020
4607,KALIMANTAN TIMUR,Belimbing,1127.0,2020
4608,KALIMANTAN UTARA,Belimbing,208.0,2020
4609,SULAWESI UTARA,Belimbing,236.0,2020
4610,SULAWESI TENGAH,Belimbing,199.0,2020
4611,SULAWESI SELATAN,Belimbing,558.0,2020
4612,SULAWESI TENGGARA,Belimbing,852.0,2020
4613,GORONTALO,Belimbing,22.0,2020
4614,SULAWESI BARAT,Belimbing,85.0,2020
4615,MALUKU,Belimbing,514.0,2020
4616,MALUKU UTARA,Belimbing,282.0,2020
4617,PAPUA BARAT,Belimbing,102.0,2020
4618,PAPUA,Belimbing,194.0,2020
4619,INDONESIA,Belimbing,114524.0,2020
4620,ACEH,Duku,5492.0,2020
4621,SUMATERA UTARA,Duku,16739.0,2020
4622,SUMATERA BARAT,Duku,4732.0,2020
4623,RIAU,Duku,10303.0,2020
4624,JAMBI,Duku,20186.0,2020
4625,SUMATERA SELATAN,Duku,53399.0,2020
4626,BENGKULU,Duku,908.0,2020
4627,LAMPUNG,Duku,10374.0,2020
4628,KEP. BANGKA BELITUNG,Duku,779.0,2020
4629,KEP. RIAU,Duku,445.0,2020
4630,DKI JAKARTA,Duku,8.0,2020
4631,JAWA BARAT,Duku,6946.0,2020
4632,JAWA TENGAH,Duku,15520.0,2020
4633,DI YOGYAKARTA,Duku,2374.0,2020
4634,JAWA TIMUR,Duku,16010.0,2020
4635,BANTEN,Duku,3259.0,2020
4636,BALI,Duku,1184.0,2020
4637,NUSA TENGGARA BARAT,Duku,1072.0,2020
4638,NUSA TENGGARA TIMUR,Duku,5.0,2020
4639,KALIMANTAN BARAT,Duku,4305.0,2020
4640,KALIMANTAN TENGAH,Duku,2734.0,2020
4641,KALIMANTAN SELATAN,Duku,11850.0,2020
4642,KALIMANTAN TIMUR,Duku,9989.0,2020
4643,KALIMANTAN UTARA,Duku,3878.0,2020
4644,SULAWESI UTARA,Duku,14537.0,2020
4645,SULAWESI TENGAH,Duku,4459.0,2020
4646,SULAWESI SELATAN,Duku,38896.0,2020
4647,SULAWESI TENGGARA,Duku,8147.0,2020
4648,GORONTALO,Duku,879.0,2020
4649,SULAWESI BARAT,Duku,11623.0,2020
4650,MALUKU,Duku,5231.0,2020
4651,MALUKU UTARA,Duku,2055.0,2020
4652,PAPUA BARAT,Duku,1257.0,2020
4653,PAPUA,Duku,21.0,2020
4654,INDONESIA,Duku,289598.0,2020
4655,ACEH,Durian,28018.0,2020
4656,SUMATERA UTARA,Durian,74675.0,2020
4657,SUMATERA BARAT,Durian,131430.0,2020
4658,RIAU,Durian,15168.0,2020
4659,JAMBI,Durian,16063.0,2020
4660,SUMATERA SELATAN,Durian,30334.0,2020
4661,BENGKULU,Durian,9260.0,2020
4662,LAMPUNG,Durian,14620.0,2020
4663,KEP. BANGKA BELITUNG,Durian,4312.0,2020
4664,KEP. RIAU,Durian,3556.0,2020
4665,DKI JAKARTA,Durian,87.0,2020
4666,JAWA BARAT,Durian,73017.0,2020
